"filename", "language", "SCSS", "JavaScript", "PostCSS", "JSON", "Markdown", "HTML", "comment", "blank", "total"
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/InputFile/InputFile.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/InputTextArea/InputTextArea.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 3, 14
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/InputTextArea/InputTextArea.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/InstructorsAndHeplers/InstructorsAndHelpers.js", "JavaScript", 0, 26, 0, 0, 0, 0, 0, 4, 30
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/InstructorsAndHeplers/InstructorsAndHelpers.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/InstructorsAndHeplers/NewPerson.js", "JavaScript", 0, 29, 0, 0, 0, 0, 0, 5, 34
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/InstructorsAndHeplers/NewPerson.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/Nav/Nav.js", "JavaScript", 0, 24, 0, 0, 0, 0, 0, 3, 27
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/Nav/Nav.scss", "SCSS", 30, 0, 0, 0, 0, 0, 2, 7, 39
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/NewArticle/NewArticle.js", "JavaScript", 0, 79, 0, 0, 0, 0, 0, 7, 86
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/NewArticle/NewArticle.scss", "SCSS", 101, 0, 0, 0, 0, 0, 0, 18, 119
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/NewArticle/Tag.js", "JavaScript", 0, 25, 0, 0, 0, 0, 0, 3, 28
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/NewArticle/Tag.scss", "SCSS", 22, 0, 0, 0, 0, 0, 0, 4, 26
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/NewSection/Icons/EditIcon.js", "JavaScript", 0, 20, 0, 0, 0, 0, 0, 2, 22
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/NewSection/Icons/RemoveIcon.js", "JavaScript", 0, 20, 0, 0, 0, 0, 0, 2, 22
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/NewSection/NewSection.js", "JavaScript", 0, 304, 0, 0, 0, 0, 0, 22, 326
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/NewSection/NewSection.scss", "SCSS", 274, 0, 0, 0, 0, 0, 2, 47, 323
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/PageContent/Aside/Aside.js", "JavaScript", 0, 81, 0, 0, 0, 0, 0, 12, 93
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/PageContent/Aside/Aside.scss", "SCSS", 49, 0, 0, 0, 0, 0, 1, 11, 61
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/PageContent/Icons/CalendarIcon.js", "JavaScript", 0, 20, 0, 0, 0, 0, 0, 2, 22
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/PageContent/Icons/DashboardIcon.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 2, 21
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/PageContent/Icons/GaleriesIcon.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 2, 18
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/PageContent/Icons/InfoPagesIcon.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 2, 18
